사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-03,수인선,1884,원인재,31,0,2846 ,655,6206 ,2043 ,13277 ,4783 ,14286 ,7491 ,7851 ,4226 ,6137 ,4058 ,6058 ,4381 ,6255 ,5288 ,6319 ,5629 ,5695 ,5480 ,5479 ,6972 ,5594 ,8482 ,6279 ,10586 ,6751 ,15197 ,4033 ,10626 ,3810 ,6925 ,2880 ,6548 ,2257 ,5617 ,1521 ,4653 ,7,451,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1885,연수,0,0,2418 ,647,5958 ,1973 ,14757 ,4230 ,12269 ,10030 ,6004 ,5812 ,5143 ,5102 ,5657 ,4328 ,6181 ,5398 ,6305 ,5928 ,6105 ,5580 ,6083 ,6585 ,7067 ,8522 ,7914 ,11493 ,9806 ,15155 ,4756 ,9187 ,3973 ,6246 ,4323 ,5909 ,3502 ,3671 ,2348 ,2716 ,21,698,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1886,송도,2,0,1647 ,390,4154 ,973,8342 ,2411 ,8674 ,3093 ,3727 ,2032 ,3444 ,2181 ,3436 ,2548 ,3872 ,2985 ,3808 ,2723 ,3158 ,2938 ,3577 ,3899 ,3751 ,4697 ,3595 ,6081 ,3240 ,7889 ,1834 ,4915 ,1141 ,2826 ,1071 ,3057 ,800,2295 ,353,1671 ,6,443,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1888,인하대,28,0,2660 ,525,9003 ,2334 ,21861 ,4184 ,16080 ,13166 ,7767 ,6797 ,7063 ,8886 ,7627 ,6875 ,9048 ,7952 ,8336 ,7896 ,8555 ,8012 ,9816 ,8118 ,13132 ,10264 ,11377 ,15220 ,11425 ,20464 ,6113 ,11434 ,5138 ,8252 ,4755 ,7795 ,4557 ,5481 ,2629 ,4106 ,49,960,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1889,숭의,7,0,2982 ,690,5467 ,3216 ,12813 ,7031 ,10044 ,10255 ,5401 ,4573 ,4848 ,3360 ,5408 ,3020 ,5160 ,4000 ,4739 ,4650 ,4694 ,4351 ,5712 ,3993 ,6661 ,5670 ,8467 ,7660 ,7938 ,9791 ,3412 ,6224 ,2131 ,4242 ,1822 ,4704 ,1432 ,2997 ,739,2112 ,5,477,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1890,신포,3,0,1220 ,226,1464 ,744,2954 ,3583 ,2821 ,7702 ,1849 ,2755 ,1539 ,2349 ,1850 ,2129 ,2154 ,2483 ,2366 ,2820 ,2602 ,2541 ,3432 ,2791 ,4295 ,3013 ,4491 ,3017 ,5944 ,4063 ,2490 ,2087 ,2003 ,1266 ,1660 ,1324 ,1234 ,1040 ,483,543,1,122,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1891,인천,67,3,657,249,904,1088 ,2224 ,2709 ,1741 ,4081 ,1131 ,1581 ,1199 ,1675 ,1312 ,2679 ,1556 ,3347 ,1648 ,2961 ,1804 ,2983 ,1964 ,3626 ,3024 ,3125 ,2932 ,2742 ,2135 ,3669 ,1225 ,2393 ,926,1751 ,789,1651 ,471,1405 ,83,851,2,241,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1501,판교,7,0,645,5,2013 ,5521 ,5022 ,11292 ,3426 ,23063 ,2009 ,16653 ,1983 ,7184 ,2627 ,5805 ,2860 ,4580 ,3441 ,4359 ,4306 ,4077 ,6529 ,3667 ,7238 ,4038 ,12651 ,5971 ,18691 ,5286 ,13903 ,3487 ,11319 ,1514 ,7628 ,1359 ,3999 ,911,1321 ,530,2,175,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1502,이매,5,0,548,20,1495 ,707,4319 ,1691 ,2893 ,2739 ,1348 ,1404 ,1148 ,892,1030 ,736,1071 ,955,1101 ,1026 ,1127 ,961,1350 ,1037 ,1581 ,1340 ,2142 ,2206 ,2166 ,2567 ,1195 ,2081 ,866,1017 ,917,845,1033 ,681,298,328,6,89,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1503,삼동,1,0,1167 ,108,3483 ,976,10605 ,2421 ,10833 ,2285 ,5681 ,965,3325 ,906,2418 ,1248 ,2352 ,1368 ,2411 ,1695 ,1823 ,2154 ,1715 ,2589 ,2037 ,3488 ,3251 ,5557 ,2500 ,7694 ,1128 ,7377 ,784,4217 ,583,3611 ,396,2973 ,81,1230 ,3,27,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1504,경기광주,0,0,2302 ,199,12742 ,1904 ,35933 ,4911 ,34273 ,9703 ,17053 ,3909 ,10717 ,3675 ,9596 ,4153 ,8814 ,4835 ,7963 ,6155 ,6716 ,6721 ,6599 ,8286 ,7663 ,11765 ,9337 ,17635 ,7850 ,30601 ,3943 ,25570 ,2545 ,14721 ,2073 ,12034 ,1146 ,7399 ,419,5832 ,0,13,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1505,초월,0,0,1108 ,122,4982 ,1321 ,12398 ,4078 ,13165 ,5124 ,6538 ,1795 ,3729 ,1592 ,3655 ,1603 ,3646 ,2016 ,3448 ,2399 ,2837 ,2509 ,2804 ,3018 ,4078 ,4293 ,4871 ,6022 ,4845 ,10742 ,1685 ,8387 ,1286 ,7023 ,953,4597 ,512,3980 ,270,3094 ,1,7,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1506,곤지암,0,0,615,116,1967 ,1357 ,6287 ,4977 ,5979 ,6119 ,3733 ,2583 ,2551 ,1789 ,2705 ,1817 ,2888 ,2392 ,2569 ,2299 ,2469 ,2233 ,2781 ,2561 ,3452 ,3486 ,6268 ,4496 ,5647 ,4901 ,2265 ,5476 ,1433 ,2911 ,806,2859 ,384,1846 ,198,1382 ,1,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1507,신둔도예촌,1,0,518,100,1946 ,404,5581 ,2283 ,3818 ,4031 ,2483 ,1887 ,1953 ,1236 ,1791 ,1376 ,2307 ,1440 ,2180 ,1463 ,1740 ,1367 ,1728 ,1524 ,3507 ,1899 ,4142 ,3039 ,2855 ,3448 ,1161 ,3557 ,913,2231 ,606,2222 ,256,1623 ,81,1254 ,0,2,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1508,이천,4,0,568,56,2311 ,941,6957 ,5229 ,5534 ,7015 ,4206 ,3696 ,3809 ,2532 ,3754 ,3467 ,3636 ,3096 ,3524 ,3486 ,3363 ,3467 ,3605 ,3585 ,5472 ,4120 ,5478 ,5164 ,6538 ,7256 ,3268 ,5715 ,2585 ,4568 ,2024 ,2379 ,878,2928 ,333,1528 ,0,422,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1509,부발,10,0,681,32,2154 ,1482 ,5663 ,6102 ,4372 ,5104 ,3065 ,1864 ,2433 ,1610 ,3391 ,2151 ,2859 ,2490 ,2714 ,2135 ,3543 ,2317 ,2974 ,2577 ,3615 ,2733 ,5875 ,3820 ,5328 ,3965 ,3761 ,5384 ,2016 ,3222 ,1117 ,3012 ,816,2530 ,269,1931 ,4,906,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1510,세종대왕릉,1,0,151,1,446,42,934,506,743,548,507,397,497,404,400,531,421,483,473,331,475,512,484,432,494,535,665,564,730,601,204,837,127,367,74,378,30,166,8,236,0,62,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경강선,1511,여주,46,1,930,4,2870 ,568,4925 ,3048 ,4711 ,5632 ,3154 ,4566 ,3215 ,2396 ,3169 ,2816 ,3742 ,3839 ,3638 ,3110 ,4103 ,3036 ,5437 ,2918 ,6232 ,4172 ,6132 ,4143 ,3456 ,4519 ,2621 ,5684 ,1691 ,4062 ,1032 ,2325 ,519,2384 ,152,2024 ,1,787,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2511,방화,10,1,4243 ,2,9151 ,3173 ,24005 ,5411 ,21705 ,11454 ,11862 ,5671 ,9201 ,5221 ,8434 ,5583 ,8780 ,6559 ,9019 ,7080 ,9570 ,7475 ,8591 ,8301 ,9027 ,9893 ,8790 ,11113 ,8524 ,19205 ,4186 ,17171 ,2891 ,9709 ,2157 ,9208 ,1769 ,8274 ,564,5452 ,1,962,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2512,개화산,2,0,3596 ,371,7059 ,3058 ,19842 ,5596 ,17748 ,11887 ,9551 ,5576 ,6677 ,4467 ,6603 ,4964 ,7063 ,5789 ,7276 ,5652 ,6241 ,5867 ,6526 ,6808 ,7581 ,7681 ,8614 ,9393 ,10643 ,15558 ,4522 ,13435 ,2866 ,8210 ,2258 ,6605 ,1817 ,6781 ,533,4252 ,2,730,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2513,김포공항,1,0,319,1796 ,1537 ,7794 ,4478 ,13230 ,6359 ,16247 ,6348 ,10511 ,6251 ,10641 ,9296 ,12813 ,9807 ,13114 ,11253 ,14260 ,13090 ,13108 ,13789 ,12967 ,14391 ,13679 ,18295 ,13458 ,22414 ,13201 ,14597 ,8799 ,13129 ,3501 ,13232 ,1762 ,8270 ,1205 ,1338 ,1026 ,25,127,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2514,송정,14,0,3154 ,1063 ,6923 ,3874 ,18589 ,6581 ,19270 ,11151 ,12085 ,6454 ,9098 ,5949 ,8407 ,6231 ,8752 ,7453 ,8739 ,7347 ,8108 ,7630 ,8116 ,8122 ,9231 ,10598 ,11520 ,11789 ,11397 ,17875 ,6536 ,13843 ,4544 ,9004 ,3763 ,8230 ,3202 ,7295 ,1423 ,5047 ,6,383,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2515,마곡,2,0,2074 ,1543 ,6509 ,5202 ,21813 ,12178 ,20109 ,44446 ,11231 ,27424 ,9282 ,12234 ,9312 ,9470 ,9821 ,9950 ,10519 ,10787 ,11304 ,10154 ,13010 ,10578 ,16535 ,11570 ,25180 ,14352 ,38163 ,21300 ,15529 ,17341 ,9942 ,9318 ,8682 ,7254 ,6360 ,7917 ,2282 ,4552 ,8,517,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2516,발산,1,0,2589 ,2225 ,7783 ,10942 ,22980 ,32161 ,24585 ,99090 ,14981 ,52769 ,16123 ,24719 ,19261 ,22626 ,21682 ,22522 ,22826 ,25936 ,25783 ,23128 ,30251 ,22584 ,36965 ,23712 ,54328 ,27858 ,76551 ,41235 ,33484 ,29641 ,25165 ,14160 ,25808 ,11585 ,22640 ,10020 ,9481 ,5718 ,21,760,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2517,우장산,0,0,5577 ,721,18142 ,4119 ,50760 ,14851 ,49836 ,21452 ,24455 ,12567 ,18706 ,10714 ,18175 ,11060 ,19131 ,13703 ,19050 ,15572 ,17163 ,16742 ,20247 ,18781 ,23310 ,23479 ,20253 ,28706 ,17513 ,48721 ,10379 ,37506 ,7559 ,21117 ,5999 ,18917 ,5321 ,18530 ,1271 ,10939 ,9,842,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2518,화곡,205,1,20067 ,1526 ,35033 ,9699 ,102733 ,13384 ,128915 ,27529 ,61142 ,20317 ,37583 ,15705 ,34180 ,17376 ,35740 ,20970 ,33762 ,22599 ,28550 ,27611 ,27361 ,33233 ,31141 ,43906 ,33186 ,59107 ,33425 ,108969 ,19097 ,80656 ,13399 ,47539 ,11232 ,41530 ,8879 ,38068 ,3124 ,24259 ,7,2122 ,1,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2519,까치산,174,0,21627 ,1473 ,39151 ,8503 ,112555 ,10930 ,137150 ,18155 ,67503 ,15767 ,38975 ,16434 ,34491 ,18697 ,37126 ,22395 ,34889 ,24732 ,29201 ,27938 ,27489 ,39768 ,28607 ,46599 ,27975 ,64026 ,27619 ,112673 ,16760 ,89194 ,12690 ,53425 ,10078 ,47764 ,9142 ,43218 ,3810 ,27849 ,14,1856 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2520,신정(은행정),39,0,11233 ,741,19933 ,3248 ,58955 ,6956 ,68768 ,13445 ,31952 ,7894 ,17829 ,6637 ,14610 ,7163 ,15382 ,8147 ,14550 ,10112 ,11424 ,11089 ,11533 ,15136 ,12163 ,18619 ,13213 ,24556 ,14159 ,43962 ,6798 ,32495 ,4778 ,20293 ,4007 ,19020 ,3676 ,17362 ,1072 ,12079 ,3,291,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2521,목동,5,0,6671 ,1118 ,17610 ,5016 ,52609 ,14103 ,62416 ,24909 ,28253 ,18899 ,19730 ,13603 ,18891 ,12412 ,19998 ,14956 ,19059 ,16987 ,17578 ,18633 ,17977 ,20942 ,19973 ,28196 ,22615 ,36984 ,26314 ,70627 ,13920 ,48487 ,11031 ,24858 ,10504 ,23831 ,12421 ,21113 ,3302 ,12357 ,3,302,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2522,오목교(목동운동장앞),2,0,4002 ,1550 ,11899 ,8373 ,41911 ,24857 ,48767 ,61079 ,24269 ,46104 ,18263 ,25715 ,19962 ,24605 ,22858 ,26844 ,23937 ,28320 ,24689 ,27314 ,27811 ,28283 ,33575 ,33099 ,40245 ,43920 ,59346 ,65080 ,32181 ,41292 ,32535 ,21211 ,25560 ,17360 ,22335 ,16318 ,5884 ,10196 ,2,297,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2523,양평,1,0,1856 ,678,5748 ,2586 ,21580 ,8439 ,25264 ,34168 ,9857 ,11333 ,6656 ,5203 ,6479 ,4526 ,6698 ,5320 ,6924 ,5698 ,6508 ,5159 ,6973 ,6391 ,7663 ,7347 ,12983 ,11067 ,27953 ,20014 ,7916 ,14505 ,4928 ,8621 ,3841 ,7639 ,2860 ,7621 ,1015 ,4794 ,0,134,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2524,영등포구청,0,0,950,512,1915 ,2019 ,6016 ,5204 ,8473 ,20047 ,4351 ,8966 ,3051 ,3888 ,3539 ,3439 ,3715 ,3474 ,4040 ,3830 ,4115 ,3814 ,4541 ,4025 ,5501 ,4296 ,8106 ,5506 ,17123 ,9048 ,5580 ,4819 ,3499 ,3006 ,3334 ,2861 ,2723 ,2682 ,1032 ,1894 ,0,10,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2525,영등포시장,4,0,2466 ,724,5466 ,4622 ,18268 ,12114 ,26679 ,34133 ,12028 ,19482 ,8850 ,13223 ,9799 ,12139 ,11338 ,13541 ,11671 ,16929 ,12127 ,14099 ,15162 ,12181 ,17971 ,12446 ,23268 ,14922 ,33387 ,26048 ,13848 ,15738 ,9166 ,9680 ,7801 ,9045 ,5750 ,8242 ,2482 ,5743 ,0,20,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2526,신길,59,0,1364 ,395,3344 ,1953 ,12056 ,4270 ,18724 ,12606 ,6984 ,5230 ,3621 ,2399 ,3558 ,2654 ,4102 ,3042 ,3866 ,3454 ,3298 ,3238 ,3501 ,3721 ,4266 ,4543 ,6678 ,8429 ,11632 ,15420 ,3892 ,9654 ,2566 ,6952 ,2495 ,6920 ,2037 ,6971 ,964,4877 ,1,55,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2527,여의도,1,0,1614 ,2640 ,3485 ,20256 ,9057 ,118897 ,12066 ,190333 ,9686 ,65908 ,9877 ,25209 ,14885 ,23449 ,15195 ,23874 ,18326 ,27224 ,23522 ,21927 ,30637 ,20707 ,40692 ,19668 ,111936 ,23383 ,147091 ,28940 ,60024 ,14083 ,46545 ,7458 ,37862 ,6281 ,24566 ,5572 ,7747 ,5302 ,4,586,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2528,여의나루,6,0,919,1288 ,2139 ,8370 ,4265 ,31705 ,7035 ,55743 ,4080 ,20279 ,3730 ,12852 ,4988 ,12136 ,5799 ,14411 ,6827 ,18431 ,9529 ,20256 ,15086 ,20687 ,22851 ,18874 ,38286 ,18163 ,52270 ,18179 ,26503 ,10022 ,26314 ,5890 ,18179 ,3972 ,11284 ,3233 ,3349 ,2197 ,5,113,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2529,마포,25,0,1956 ,1347 ,6795 ,13228 ,21739 ,19114 ,28451 ,64961 ,14849 ,29969 ,11075 ,14446 ,11878 ,13208 ,12721 ,12631 ,14508 ,13635 ,13938 ,12149 ,15311 ,12197 ,20510 ,16082 ,30009 ,21972 ,52693 ,33964 ,20121 ,21194 ,16307 ,10906 ,16078 ,9454 ,12728 ,8131 ,5563 ,5458 ,3,360,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2530,공덕,5,0,1377 ,869,4873 ,5670 ,19196 ,25558 ,25773 ,68998 ,11943 ,32467 ,9508 ,13567 ,11115 ,11559 ,13027 ,11354 ,13679 ,12555 ,13174 ,11206 ,14289 ,12052 ,18688 ,13895 ,31841 ,21051 ,55437 ,35618 ,20689 ,18859 ,14956 ,10420 ,15319 ,8927 ,12470 ,8222 ,5086 ,5059 ,6,377,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2531,애오개,27,0,2226 ,414,4552 ,3806 ,15550 ,8747 ,20396 ,24900 ,9868 ,11096 ,6840 ,5830 ,7422 ,4928 ,7651 ,5877 ,7930 ,6769 ,7274 ,6762 ,8793 ,7177 ,9084 ,7572 ,12038 ,10697 ,19322 ,18000 ,6716 ,11308 ,4635 ,7301 ,3551 ,6028 ,3163 ,5956 ,1033 ,3868 ,4,2138 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2532,충정로(경기대입구),19,0,658,235,2016 ,1352 ,5969 ,8278 ,7804 ,29520 ,4234 ,12632 ,3435 ,3695 ,3826 ,3620 ,4204 ,3135 ,4703 ,4109 ,4757 ,3811 ,4830 ,3173 ,5557 ,3641 ,12436 ,4833 ,24565 ,7521 ,6786 ,5303 ,4090 ,3521 ,3574 ,3409 ,2752 ,3367 ,979,2354 ,2,248,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2533,서대문,11,1,2508 ,975,5086 ,11451 ,15025 ,57911 ,20713 ,135957 ,14231 ,36490 ,13039 ,17017 ,15591 ,15621 ,16035 ,14882 ,15241 ,18322 ,18270 ,15923 ,23705 ,11474 ,30529 ,12313 ,55399 ,14648 ,97551 ,19874 ,26822 ,12736 ,19353 ,7976 ,16361 ,7844 ,12562 ,6657 ,4112 ,4288 ,3,433,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2534,광화문(세종문화회관),8,0,926,813,2731 ,20411 ,7480 ,61333 ,12235 ,204924 ,9605 ,85468 ,10416 ,38038 ,15237 ,36235 ,18554 ,34030 ,25176 ,35745 ,30484 ,30091 ,40022 ,24014 ,51230 ,21805 ,82270 ,27075 ,168909 ,33164 ,60600 ,15959 ,43715 ,7053 ,45124 ,5177 ,27983 ,3955 ,8788 ,2548 ,4,114,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2535,종로3가,32,0,725,556,1513 ,4448 ,2487 ,12959 ,3516 ,35822 ,3693 ,27484 ,4873 ,22311 ,8585 ,23821 ,11716 ,24404 ,13956 ,24266 ,16286 ,22432 ,20476 ,19629 ,25590 ,19314 ,34392 ,20248 ,47797 ,23094 ,27972 ,12046 ,24165 ,5207 ,26737 ,3329 ,23241 ,2543 ,11026 ,2220 ,8,226,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2536,을지로4가,1,0,333,441,615,5590 ,1236 ,14818 ,2111 ,39073 ,2005 ,16983 ,2692 ,9671 ,4031 ,8611 ,5260 ,7853 ,6268 ,7210 ,7347 ,6942 ,8811 ,5369 ,10772 ,5015 ,21037 ,4276 ,33177 ,4484 ,14047 ,2290 ,7693 ,1110 ,6316 ,1026 ,4432 ,773,1606 ,663,0,28,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2537,동대문역사문화공원(DDP),0,0,139,296,422,2616 ,1120 ,8033 ,1720 ,25955 ,1132 ,9193 ,1575 ,3270 ,1830 ,2610 ,1602 ,2344 ,1868 ,2566 ,2524 ,2539 ,2695 ,2159 ,4045 ,2133 ,9143 ,2094 ,17192 ,2631 ,6675 ,1590 ,3433 ,1082 ,2954 ,929,2271 ,818,886,695,1,45,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2538,청구,1,0,1441 ,185,2787 ,1676 ,6397 ,4069 ,9610 ,13996 ,5836 ,6209 ,4765 ,3805 ,4394 ,2913 ,4292 ,3513 ,4557 ,3645 ,4651 ,3846 ,4790 ,4218 ,5537 ,4943 ,7422 ,5903 ,12677 ,8842 ,7430 ,6356 ,4403 ,3993 ,3279 ,3823 ,2934 ,3974 ,1195 ,3006 ,3,131,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2539,신금호,10,0,2626 ,435,6214 ,2395 ,18312 ,8982 ,24241 ,12209 ,12516 ,6561 ,8315 ,5458 ,7245 ,5274 ,7868 ,5992 ,7728 ,7083 ,7084 ,7249 ,8100 ,8685 ,10815 ,10882 ,8825 ,13939 ,8632 ,22478 ,6386 ,15249 ,4398 ,9279 ,3221 ,7778 ,2494 ,7292 ,902,5087 ,3,283,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2540,행당,24,0,3600 ,766,9662 ,2118 ,27536 ,4709 ,37132 ,8671 ,16904 ,5695 ,11017 ,4544 ,9781 ,4972 ,9877 ,6776 ,9322 ,7002 ,8133 ,7965 ,8525 ,9121 ,8048 ,12067 ,8511 ,16830 ,8670 ,26899 ,5493 ,19223 ,4071 ,10842 ,3500 ,10001 ,2894 ,9966 ,847,5680 ,2,278,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2541,왕십리(성동구청),17,0,1491 ,569,2060 ,2404 ,5602 ,5840 ,7572 ,17402 ,4610 ,8555 ,4277 ,6105 ,4531 ,5512 ,5357 ,6195 ,5417 ,7378 ,5870 ,6888 ,6556 ,7187 ,8017 ,7633 ,9883 ,10004 ,13282 ,13910 ,7907 ,7847 ,6412 ,4533 ,6587 ,3747 ,5624 ,3365 ,2666 ,2717 ,1,2057 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2542,마장,3,0,2291 ,511,5111 ,3351 ,14487 ,6065 ,17477 ,15372 ,9509 ,8945 ,6925 ,6004 ,6484 ,5642 ,7171 ,5715 ,7236 ,6764 ,6896 ,5366 ,7640 ,6624 ,9196 ,7325 ,10044 ,10087 ,11525 ,14347 ,6813 ,9714 ,4035 ,6345 ,3669 ,5727 ,2953 ,5428 ,1005 ,3574 ,1,94,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2543,답십리,19,0,8743 ,925,16193 ,6145 ,49543 ,12838 ,65505 ,32269 ,29743 ,16009 ,18538 ,12011 ,16054 ,11940 ,18219 ,15175 ,17321 ,14933 ,15867 ,14848 ,16484 ,17432 ,18519 ,20743 ,23959 ,29444 ,29284 ,49325 ,14890 ,36069 ,9507 ,19188 ,8345 ,18448 ,6603 ,17084 ,2325 ,11081 ,4,417,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2544,장한평,6,0,6284 ,934,15315 ,10571 ,47237 ,20809 ,62498 ,60278 ,31298 ,25457 ,18605 ,16607 ,16532 ,15302 ,19100 ,15979 ,18604 ,16261 ,17872 ,16089 ,18835 ,17925 ,24310 ,23470 ,32346 ,31198 ,53441 ,56487 ,23300 ,38441 ,12626 ,22664 ,10257 ,18430 ,8137 ,17897 ,3156 ,11208 ,5,831,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2545,군자(능동),21,1,6337 ,729,10596 ,4676 ,30129 ,6967 ,41032 ,22442 ,18947 ,15237 ,11554 ,9835 ,11046 ,9755 ,12585 ,10966 ,12617 ,13214 ,11322 ,12709 ,11949 ,15458 ,13912 ,18068 ,17762 ,28290 ,22607 ,45811 ,13087 ,29808 ,10009 ,17913 ,9682 ,14973 ,9125 ,14946 ,4053 ,11454 ,2,3571 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2546,아차산(어린이대공원후문),3,0,8080 ,1337 ,14712 ,4900 ,39475 ,13563 ,53661 ,25811 ,27538 ,16855 ,17585 ,17625 ,16730 ,16566 ,19733 ,17784 ,19759 ,19463 ,20924 ,17239 ,22498 ,21104 ,25783 ,24969 ,26662 ,32482 ,27072 ,50126 ,14831 ,34621 ,10194 ,20346 ,10786 ,17613 ,11049 ,15783 ,2198 ,9888 ,4,517,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2547,광나루(장신대),5,0,4607 ,1480 ,14556 ,6622 ,36749 ,14037 ,39985 ,26926 ,23273 ,17720 ,15583 ,15868 ,14774 ,12492 ,17113 ,14125 ,17353 ,13182 ,16704 ,14168 ,18106 ,14668 ,21213 ,18527 ,22741 ,23455 ,26990 ,34306 ,13037 ,24836 ,8147 ,15557 ,8965 ,13379 ,6655 ,13367 ,1820 ,8068 ,4,356,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2548,천호(풍납토성),51,0,5456 ,1670 ,9843 ,11640 ,25729 ,16391 ,31503 ,33042 ,19288 ,30293 ,17967 ,22721 ,20651 ,21666 ,23765 ,23997 ,24130 ,26365 ,25531 ,25607 ,29050 ,29070 ,34533 ,29621 ,40956 ,38527 ,45008 ,48185 ,31628 ,34651 ,28955 ,18673 ,20920 ,15838 ,17021 ,13912 ,7851 ,8980 ,30,1038 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2549,강동,81,2,9632 ,1416 ,17707 ,10119 ,49199 ,25602 ,60723 ,46489 ,31634 ,23728 ,22491 ,17008 ,21580 ,14883 ,22546 ,16704 ,22071 ,20169 ,20270 ,18857 ,22639 ,21212 ,24833 ,23605 ,36263 ,31690 ,40715 ,48004 ,18143 ,36543 ,12518 ,23470 ,10134 ,21373 ,7718 ,20137 ,2488 ,13903 ,19,2256 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,5호선,2550,길동,4,0,4177 ,671,7193 ,3940 ,20287 ,7115 ,24183 ,16495 ,12265 ,12055 ,10327 ,8205 ,10293 ,8641 ,12111 ,10200 ,11449 ,10207 ,10235 ,11244 ,10886 ,11553 ,12903 ,15666 ,13735 ,16500 ,15487 ,24077 ,7549 ,18767 ,5484 ,10427 ,5371 ,8563 ,3922 ,7616 ,1427 ,4766 ,6,915,0,0,0,0,0,0,2022-04-03 09:20:04
