사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-03,장항선,1402,쌍용(나사렛대),23,0,1593 ,213,3425 ,464,5528 ,1121 ,6783 ,6384 ,3051 ,3922 ,3274 ,2922 ,3718 ,3147 ,4029 ,6117 ,3858 ,3217 ,3822 ,2739 ,5513 ,3809 ,5186 ,4185 ,4613 ,5525 ,4921 ,5674 ,2720 ,4219 ,1973 ,2992 ,1295 ,1948 ,1143 ,2128 ,604,1614 ,14,311,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1403,아산,51,0,560,498,1589 ,2235 ,5430 ,4396 ,6715 ,8335 ,3539 ,5967 ,3935 ,6562 ,4979 ,4563 ,6212 ,5807 ,6089 ,5638 ,6738 ,4031 ,7671 ,5245 ,7361 ,5543 ,7966 ,7710 ,10454 ,7798 ,7579 ,4528 ,4346 ,3366 ,4875 ,2188 ,3764 ,1818 ,1819 ,1034 ,26,272,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1404,탕정,29,0,379,54,671,324,2021 ,929,1744 ,1494 ,1251 ,628,970,781,1000 ,836,1087 ,864,1186 ,1007 ,1203 ,695,1599 ,799,1742 ,1514 ,1674 ,1798 ,1421 ,1638 ,729,1295 ,381,1125 ,285,940,295,734,131,474,13,139,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1405,배방,56,1,752,143,1381 ,575,3078 ,1225 ,2883 ,1862 ,2083 ,1361 ,1601 ,1117 ,1721 ,1466 ,1784 ,1635 ,1820 ,1736 ,1884 ,1308 ,1632 ,1609 ,1761 ,2412 ,1975 ,3341 ,2422 ,2835 ,1311 ,2436 ,781,1742 ,684,1416 ,722,1162 ,353,750,41,282,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1407,온양온천,453,1,1156 ,348,3620 ,1673 ,7615 ,4074 ,8061 ,6121 ,7071 ,6333 ,6297 ,5322 ,6905 ,9267 ,7436 ,7885 ,8439 ,7584 ,8156 ,5414 ,7106 ,6587 ,6842 ,7564 ,5583 ,9709 ,7587 ,6802 ,3062 ,6336 ,2077 ,4263 ,2071 ,4273 ,1419 ,2815 ,635,1831 ,8,765,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,장항선,1408,신창(순천향대),178,0,408,76,1001 ,258,1778 ,2824 ,1712 ,12188 ,1851 ,5244 ,3418 ,8169 ,3624 ,5041 ,4933 ,4761 ,6102 ,4104 ,6964 ,3450 ,6176 ,2221 ,10203 ,2984 ,8036 ,2549 ,8595 ,3758 ,2700 ,2583 ,2054 ,2735 ,2010 ,2626 ,1144 ,2361 ,353,1314 ,1,329,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1252,신촌,0,0,114,7,229,861,470,3427 ,451,4278 ,642,3121 ,500,1700 ,617,1041 ,848,989,759,1788 ,820,1046 ,1132 ,758,1866 ,734,3230 ,1113 ,2951 ,1451 ,1844 ,920,898,501,999,260,971,123,407,365,0,34,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1261,효창공원앞,3,0,592,184,1623 ,1812 ,4086 ,3835 ,6024 ,15260 ,4151 ,8596 ,2737 ,3164 ,2667 ,2959 ,3157 ,3062 ,3388 ,3019 ,2961 ,3160 ,3849 ,3092 ,4661 ,3690 ,6592 ,4447 ,12829 ,6748 ,5218 ,5016 ,3279 ,3284 ,2449 ,3275 ,1993 ,2849 ,714,2467 ,3,228,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1263,서강대,8,1,375,153,1185 ,1203 ,2699 ,2362 ,3290 ,7149 ,2863 ,5208 ,2159 ,2897 ,2337 ,2861 ,2644 ,2820 ,3017 ,3055 ,2767 ,2966 ,3241 ,2651 ,4159 ,3179 ,5159 ,3569 ,5101 ,4233 ,3271 ,2845 ,2915 ,1741 ,3078 ,1971 ,2706 ,1475 ,1100 ,1133 ,8,97,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1265,가좌,0,0,2263 ,173,6165 ,2982 ,17197 ,3464 ,20097 ,8306 ,9098 ,7134 ,6925 ,4874 ,6470 ,4828 ,7181 ,5172 ,6218 ,6979 ,6335 ,6510 ,6399 ,7256 ,7740 ,8995 ,8077 ,10647 ,8141 ,16516 ,4765 ,12966 ,3207 ,6615 ,2506 ,5216 ,2079 ,5139 ,724,3924 ,9,398,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1267,수색,0,0,851,1206 ,1456 ,7714 ,2866 ,5272 ,3773 ,15446 ,2865 ,7191 ,2178 ,2908 ,2017 ,2033 ,2223 ,2150 ,2350 ,2765 ,2498 ,2200 ,3215 ,2369 ,6806 ,2886 ,8837 ,3405 ,11792 ,3116 ,5379 ,2682 ,2624 ,1647 ,2250 ,1122 ,1512 ,1234 ,501,851,11,136,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1268,화전,0,0,455,286,1400 ,1218 ,3223 ,1856 ,3461 ,11099 ,2524 ,10598 ,3256 ,9300 ,4662 ,3994 ,4871 ,4113 ,4742 ,6712 ,7197 ,4129 ,6853 ,2628 ,10828 ,2953 ,9854 ,3098 ,7460 ,3490 ,3732 ,2902 ,1769 ,1722 ,1707 ,1649 ,1362 ,2025 ,711,1457 ,32,416,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1269,강매,1,1,1701 ,217,5079 ,815,16320 ,1200 ,15333 ,3432 ,6927 ,1307 ,4479 ,1288 ,3747 ,1650 ,3684 ,1683 ,3469 ,2224 ,2840 ,2430 ,2492 ,3182 ,2926 ,4645 ,2819 ,5840 ,3139 ,10215 ,1147 ,10247 ,710,5601 ,640,4612 ,419,4611 ,181,2817 ,8,865,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1270,행신,0,0,2999 ,921,10310 ,3563 ,34288 ,5029 ,28244 ,9993 ,12740 ,6080 ,9237 ,4882 ,9334 ,5809 ,9608 ,6536 ,7811 ,7703 ,6792 ,7326 ,6316 ,8763 ,8561 ,12209 ,12040 ,16202 ,9270 ,34101 ,5814 ,25838 ,6494 ,11823 ,4507 ,10237 ,4368 ,9440 ,1623 ,6153 ,63,1797 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1271,능곡,0,0,2560 ,436,6112 ,2471 ,13845 ,2389 ,13868 ,5929 ,7733 ,3031 ,5526 ,2788 ,5264 ,3033 ,4882 ,3389 ,4757 ,3653 ,4312 ,3967 ,4074 ,4545 ,5040 ,6055 ,5334 ,7344 ,5115 ,10954 ,2692 ,9434 ,1806 ,5201 ,1348 ,5303 ,952,4830 ,411,3162 ,11,2437 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1272,곡산,0,0,201,112,718,713,1534 ,1125 ,1332 ,2335 ,855,981,660,624,636,559,558,745,667,654,800,709,1038 ,734,1123 ,831,1395 ,963,1893 ,1513 ,533,1042 ,314,651,282,448,186,415,68,294,1,29,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1273,백마,2,0,3710 ,699,12527 ,2194 ,30678 ,5917 ,21965 ,11434 ,11299 ,5887 ,8853 ,4674 ,8869 ,3832 ,9129 ,6239 ,7572 ,7147 ,7329 ,6327 ,8392 ,7810 ,8173 ,8962 ,9264 ,11593 ,9992 ,22791 ,4105 ,22195 ,2967 ,11870 ,2949 ,9985 ,2978 ,9550 ,859,7675 ,7,349,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1274,풍산,17,0,3199 ,270,9046 ,1307 ,20591 ,4118 ,16995 ,7256 ,10375 ,4612 ,7056 ,3944 ,7081 ,4984 ,7080 ,5326 ,6929 ,6384 ,6726 ,5244 ,7065 ,6461 ,7377 ,8520 ,7565 ,10351 ,7732 ,17437 ,4250 ,13658 ,3416 ,9831 ,3472 ,7972 ,2433 ,6440 ,695,5685 ,5,526,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1275,일산,5,0,6286 ,764,19610 ,2925 ,42543 ,6938 ,29293 ,14863 ,16436 ,6049 ,11280 ,5662 ,11465 ,7236 ,12703 ,7721 ,11307 ,9657 ,9964 ,10119 ,10384 ,10924 ,12720 ,13476 ,12356 ,19071 ,10643 ,31591 ,5490 ,31837 ,3757 ,14706 ,3358 ,14443 ,3321 ,11084 ,1184 ,9496 ,26,2960 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1276,탄현,33,0,4528 ,491,18014 ,2362 ,32918 ,5529 ,24577 ,8855 ,13074 ,4809 ,9560 ,3945 ,9361 ,4913 ,9483 ,5568 ,8637 ,5974 ,7697 ,7716 ,7841 ,8535 ,8271 ,10361 ,9143 ,16585 ,9794 ,25644 ,5068 ,28344 ,3818 ,13370 ,3583 ,11883 ,3069 ,8198 ,1249 ,7637 ,29,1922 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1277,야당,26,1,3613 ,347,13074 ,2278 ,25892 ,4613 ,23839 ,8227 ,11171 ,5787 ,8694 ,4964 ,8729 ,5825 ,8635 ,6772 ,8842 ,7898 ,7809 ,8622 ,8576 ,10411 ,9420 ,12432 ,9872 ,20512 ,9577 ,26873 ,6456 ,24602 ,6216 ,11968 ,7184 ,10492 ,7416 ,7611 ,4301 ,6603 ,166,1582 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1278,운정,36,0,3312 ,361,14861 ,4153 ,27895 ,6533 ,25222 ,10733 ,12067 ,5392 ,8552 ,4071 ,8250 ,4651 ,8518 ,5429 ,7797 ,5855 ,6416 ,6605 ,6994 ,7993 ,8470 ,11085 ,10499 ,15782 ,10385 ,20521 ,4564 ,19948 ,2989 ,10491 ,2631 ,9516 ,2081 ,7817 ,578,5891 ,29,1091 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1279,금릉,43,0,2336 ,249,7767 ,2092 ,16540 ,4816 ,13982 ,10614 ,7310 ,4371 ,6084 ,3594 ,6105 ,3393 ,6155 ,4481 ,5658 ,4877 ,5155 ,5807 ,5562 ,6218 ,6053 ,7482 ,8439 ,11054 ,9743 ,13033 ,4403 ,12469 ,3223 ,6329 ,2816 ,6080 ,2237 ,5388 ,508,4286 ,25,940,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1280,금촌,74,3,3074 ,217,8145 ,3821 ,18090 ,9288 ,15736 ,13611 ,10029 ,7172 ,8289 ,6156 ,8738 ,5777 ,9171 ,8051 ,9076 ,8694 ,8436 ,8365 ,8737 ,9366 ,9627 ,10360 ,12334 ,14310 ,14912 ,15422 ,6790 ,13043 ,4774 ,8984 ,3899 ,8344 ,2725 ,6653 ,608,5024 ,62,981,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1282,월롱,23,0,346,22,785,5855 ,2041 ,9569 ,2017 ,12790 ,1976 ,4687 ,1929 ,2549 ,2395 ,1597 ,4009 ,3135 ,3501 ,2161 ,2798 ,1603 ,5048 ,1955 ,7239 ,2292 ,10440 ,2759 ,12902 ,3045 ,5153 ,2772 ,3647 ,2673 ,2383 ,2948 ,860,2554 ,69,2251 ,8,474,0,1,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1283,파주,43,0,731,5,1090 ,696,2330 ,2311 ,2138 ,5159 ,1463 ,2946 ,1414 ,1618 ,1591 ,925,2670 ,1461 ,1736 ,1770 ,1915 ,771,3030 ,1029 ,4402 ,1032 ,5691 ,1095 ,3829 ,1290 ,1242 ,1440 ,621,924,724,835,208,699,27,660,2,221,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1284,문산,832,1,2724 ,11,7172 ,2251 ,14589 ,5914 ,11294 ,14266 ,7845 ,4362 ,6562 ,5426 ,6976 ,5509 ,7312 ,6448 ,7523 ,6618 ,7023 ,6197 ,7361 ,8083 ,8126 ,7801 ,11104 ,9262 ,10601 ,11114 ,4347 ,10567 ,3167 ,7356 ,2426 ,5617 ,1681 ,6013 ,106,4083 ,0,1637 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,3,73,16,191,12,9,37,5,0,0,2,0,72,78,85,6,315,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1291,서울역,0,0,697,5,1030 ,5922 ,2589 ,19733 ,2505 ,31596 ,2263 ,14640 ,1384 ,5653 ,1582 ,4353 ,2399 ,3393 ,2815 ,5642 ,3055 ,2696 ,4941 ,2619 ,6857 ,2560 ,13716 ,3935 ,25566 ,4503 ,9027 ,2603 ,4754 ,1970 ,5239 ,1137 ,852,110,1260 ,1058 ,0,107,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1292,공덕,17,0,500,111,1668 ,1640 ,3964 ,5989 ,4879 ,15942 ,3127 ,6617 ,2870 ,2886 ,3203 ,2784 ,3818 ,2728 ,3845 ,2700 ,3722 ,2998 ,3948 ,2928 ,4971 ,3367 ,8067 ,4489 ,14324 ,5830 ,5678 ,3588 ,4388 ,2317 ,4831 ,2273 ,4102 ,1824 ,1718 ,1336 ,7,173,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1293,홍대입구,0,0,164,95,535,433,1190 ,1638 ,1511 ,5016 ,1121 ,3846 ,1031 ,2660 ,1086 ,2482 ,1503 ,3189 ,1693 ,3486 ,2075 ,3611 ,2436 ,3411 ,2871 ,4254 ,4601 ,4338 ,5477 ,5095 ,4115 ,3271 ,3478 ,1533 ,4061 ,1523 ,4501 ,1135 ,1956 ,916,18,95,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1294,디지털미디어시티,2,0,831,285,2194 ,1717 ,8262 ,1917 ,8812 ,3835 ,4171 ,2515 ,3064 ,1714 ,2937 ,1753 ,3023 ,2112 ,2837 ,2433 ,2710 ,2246 ,2909 ,2386 ,4026 ,3480 ,4843 ,4768 ,4138 ,7929 ,2455 ,6200 ,1592 ,3548 ,1302 ,2970 ,1070 ,3196 ,488,2205 ,17,314,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1296,계양,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1311,신내,20,0,831,860,2404 ,3233 ,6903 ,4621 ,6000 ,7193 ,2996 ,2114 ,2091 ,1552 ,2131 ,1467 ,2288 ,1557 ,2267 ,1947 ,2246 ,1686 ,2796 ,2714 ,4323 ,2448 ,4057 ,3808 ,5856 ,4674 ,2452 ,3830 ,1158 ,1925 ,933,1672 ,788,1639 ,429,1092 ,1,93,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1312,갈매,0,0,1445 ,608,3536 ,2127 ,15689 ,3180 ,8988 ,4902 ,5475 ,2469 ,3539 ,2103 ,2918 ,1918 ,3357 ,2056 ,2859 ,2722 ,2807 ,2133 ,3427 ,3615 ,4631 ,3713 ,3520 ,5061 ,3855 ,9654 ,1886 ,7048 ,1708 ,3946 ,2020 ,3179 ,1529 ,2186 ,550,1292 ,4,566,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1313,별내,21,0,1240 ,1009 ,3088 ,2646 ,13066 ,4137 ,9193 ,6364 ,5703 ,3936 ,4011 ,2472 ,3420 ,2785 ,4073 ,2947 ,3683 ,3492 ,3663 ,2930 ,3867 ,4139 ,5603 ,4789 ,5621 ,6652 ,6189 ,9798 ,2799 ,8287 ,2224 ,4431 ,1961 ,2496 ,1828 ,3091 ,813,1515 ,25,428,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1314,퇴계원,3,1,2254 ,467,4991 ,1432 ,16802 ,3639 ,11457 ,4753 ,7615 ,2391 ,4963 ,2445 ,4243 ,2333 ,4865 ,2908 ,4090 ,3202 ,3399 ,3329 ,3714 ,3705 ,3546 ,5428 ,4403 ,8564 ,5275 ,10902 ,2334 ,9767 ,1437 ,5661 ,1300 ,3616 ,999,4756 ,333,1844 ,10,689,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1315,사릉,24,0,2098 ,657,4486 ,1535 ,12936 ,5475 ,9278 ,6158 ,5813 ,2289 ,3690 ,2297 ,3474 ,2147 ,3548 ,2365 ,3591 ,2166 ,2730 ,3182 ,3073 ,2824 ,3306 ,4173 ,5034 ,6407 ,5875 ,7859 ,2076 ,10201 ,1266 ,4354 ,1033 ,2971 ,666,3011 ,244,1878 ,6,544,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1316,금곡,5,0,1504 ,254,1953 ,834,4213 ,1818 ,4158 ,4336 ,2793 ,1748 ,2194 ,1425 ,2171 ,1333 ,2002 ,1784 ,2178 ,1351 ,1708 ,2112 ,2253 ,2037 ,2318 ,2070 ,2535 ,3074 ,3171 ,3667 ,1170 ,3521 ,631,1427 ,554,1449 ,490,1399 ,162,1003 ,20,207,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1317,평내호평,529,3,4783 ,694,10796 ,1484 ,26624 ,4152 ,17834 ,9552 ,10072 ,5683 ,8574 ,4573 ,8106 ,4757 ,7944 ,6204 ,7496 ,6409 ,6052 ,8131 ,6707 ,8000 ,6935 ,9045 ,7989 ,16487 ,8182 ,17766 ,4575 ,20357 ,3759 ,8650 ,3176 ,7378 ,3049 ,6379 ,1359 ,4132 ,13,1967 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1318,천마산,31,2,843,252,3586 ,550,6966 ,1691 ,5317 ,1810 ,4183 ,1411 ,3013 ,1418 ,2532 ,1633 ,2733 ,1965 ,2280 ,1879 ,2054 ,2292 ,1809 ,2677 ,1978 ,2763 ,1769 ,3958 ,2086 ,5063 ,841,4141 ,560,2795 ,486,2154 ,393,1773 ,97,1107 ,2,47,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1319,마석,16,0,1261 ,355,7185 ,2270 ,14071 ,5564 ,10629 ,6580 ,7365 ,4439 ,6035 ,3152 ,5525 ,4185 ,6227 ,3913 ,5197 ,5570 ,4847 ,4736 ,4959 ,6045 ,5873 ,6383 ,5660 ,8912 ,6502 ,9293 ,2928 ,11580 ,2285 ,5866 ,1810 ,4386 ,1402 ,3890 ,544,2087 ,3,322,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1320,대성리,0,0,131,73,421,256,744,615,830,770,646,425,693,877,1013 ,905,833,794,741,807,947,967,1198 ,812,1271 ,811,1374 ,834,1004 ,809,412,574,250,391,180,303,73,235,41,218,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1321,청평,12,6,821,122,1874 ,657,3468 ,1146 ,4137 ,3142 ,2659 ,2066 ,2729 ,2244 ,3106 ,1675 ,2396 ,2653 ,2434 ,2025 ,2423 ,2422 ,2837 ,2592 ,2864 ,3120 ,3275 ,4225 ,2095 ,3348 ,1075 ,2749 ,864,1903 ,517,1368 ,289,1011 ,82,990,0,0,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1322,상천,1,1,79,40,205,117,479,162,566,555,372,562,405,724,460,731,513,541,559,369,773,407,797,384,769,392,696,438,345,350,131,379,66,188,52,174,24,100,10,77,0,6,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1323,가평,1,0,646,81,1141 ,884,2737 ,1727 ,2927 ,4681 ,2096 ,2055 ,2296 ,1883 ,2903 ,2407 ,2323 ,2061 ,2057 ,2359 ,2336 ,2523 ,2771 ,2674 ,2967 ,2329 ,4189 ,2833 ,3105 ,2317 ,1354 ,2487 ,1083 ,1603 ,863,1160 ,361,877,193,836,3,65,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1324,굴봉산,0,0,39,0,40,17,115,120,200,245,152,274,196,555,185,457,240,270,271,193,346,227,485,197,344,182,296,139,144,95,123,99,55,84,21,46,37,58,5,45,0,4,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1325,백양리,0,0,1,10,7,32,34,197,123,283,53,243,103,417,213,337,147,207,217,108,250,165,289,118,274,63,453,72,268,65,103,31,64,24,67,45,23,55,16,30,0,2,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1326,강촌,3,0,60,1,97,50,320,206,390,1471 ,455,1086 ,428,1361 ,725,1382 ,637,731,783,748,1102 ,697,1396 ,568,1662 ,584,1296 ,485,853,445,416,367,212,275,169,202,68,190,27,123,8,4,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1327,김유정,4,0,80,2,195,35,429,360,301,511,308,568,327,1146 ,362,932,496,948,613,734,870,670,1100 ,552,1001 ,438,1127 ,517,526,409,243,331,163,208,79,176,43,125,9,53,9,13,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1328,남춘천,397,3,965,25,3030 ,596,3121 ,2079 ,3981 ,4202 ,3579 ,4212 ,3732 ,3253 ,3927 ,5275 ,4308 ,7072 ,4762 ,4656 ,5770 ,3756 ,6449 ,4616 ,6604 ,3758 ,5651 ,4401 ,4673 ,4406 ,2950 ,6553 ,2342 ,2862 ,1986 ,2463 ,1335 ,2871 ,306,1468 ,3,899,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,경춘선,1329,춘천,192,2,420,6,1398 ,251,1164 ,1054 ,1540 ,2946 ,1621 ,3491 ,1718 ,2218 ,1932 ,3375 ,2125 ,2916 ,2702 ,2982 ,3445 ,2208 ,4386 ,2699 ,5038 ,1750 ,4201 ,2038 ,3273 ,1664 ,1941 ,2470 ,1291 ,895,893,999,562,796,57,827,1,337,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1873,고색,327,1,2105 ,349,7095 ,1987 ,14615 ,14393 ,12665 ,25346 ,8000 ,3616 ,3449 ,2246 ,3727 ,2549 ,3911 ,2735 ,3751 ,2814 ,3424 ,3084 ,3641 ,3186 ,4875 ,4989 ,11731 ,6938 ,19114 ,9126 ,4974 ,11186 ,6741 ,11346 ,6739 ,4374 ,1757 ,3998 ,667,3305 ,12,1638 ,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1874,오목천,5,1,611,24,3615 ,2424 ,8600 ,3486 ,9763 ,8548 ,5035 ,4487 ,3762 ,3271 ,3972 ,2646 ,4917 ,3415 ,4329 ,4246 ,3561 ,2989 ,4937 ,3426 ,7161 ,5166 ,8386 ,5446 ,6697 ,9488 ,3197 ,5653 ,1774 ,3165 ,1624 ,3066 ,1198 ,4030 ,448,2564 ,4,236,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1875,어천,1,0,232,2,621,930,1032 ,1651 ,1460 ,1862 ,1137 ,879,1068 ,784,1058 ,719,1143 ,867,1100 ,954,780,972,1192 ,949,1328 ,1345 ,1958 ,1334 ,2576 ,1971 ,965,1381 ,593,724,302,771,197,732,93,450,5,52,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1876,야목,0,0,166,2,414,397,1142 ,601,1136 ,570,679,234,518,365,566,275,518,389,544,293,461,304,475,381,640,494,735,577,739,850,313,560,226,249,111,365,103,287,50,205,0,26,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1877,사리,0,0,3206 ,185,8965 ,1272 ,21381 ,2986 ,18535 ,4084 ,9293 ,2229 ,6666 ,2253 ,5763 ,2284 ,5962 ,3188 ,5878 ,4057 ,4546 ,3883 ,4250 ,5260 ,5111 ,7215 ,5555 ,9790 ,5417 ,18326 ,3339 ,12443 ,2114 ,7129 ,1640 ,7939 ,1575 ,6551 ,573,5076 ,18,494,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1878,달월,0,0,1,23,43,120,97,104,115,313,99,83,57,142,74,80,63,92,77,113,112,85,127,67,228,84,317,99,817,122,145,35,60,34,71,42,16,18,20,30,2,8,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1879,월곶,1,0,1223 ,362,4226 ,1215 ,9817 ,1808 ,10139 ,2780 ,4745 ,2350 ,3239 ,2719 ,3123 ,3336 ,3558 ,3476 ,3336 ,3138 ,3090 ,3037 ,3354 ,3704 ,3750 ,5007 ,4112 ,6352 ,4804 ,8850 ,2508 ,5370 ,1975 ,3722 ,1666 ,3415 ,1244 ,2953 ,569,1695 ,3,219,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1880,소래포구,2,0,2381 ,421,5626 ,2055 ,15116 ,3353 ,12009 ,6076 ,6199 ,5160 ,5233 ,5369 ,6082 ,9268 ,6998 ,11816 ,8145 ,9614 ,10371 ,8896 ,11632 ,7659 ,11310 ,8642 ,9263 ,9162 ,7612 ,12288 ,4822 ,8488 ,3643 ,5378 ,3296 ,5094 ,2630 ,4138 ,1333 ,3308 ,15,595,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1881,인천논현,4,0,2110 ,596,5564 ,4139 ,14648 ,8931 ,12280 ,12907 ,6719 ,7727 ,6387 ,5906 ,6691 ,5914 ,7285 ,6621 ,6833 ,7236 ,6810 ,7708 ,7544 ,8149 ,8188 ,10479 ,11103 ,13213 ,12103 ,17589 ,6896 ,10801 ,5967 ,6910 ,5811 ,5635 ,4137 ,4484 ,1948 ,3169 ,8,599,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1882,호구포,6,0,1715 ,800,3018 ,4200 ,7011 ,18129 ,7566 ,21564 ,4296 ,3942 ,3515 ,2606 ,3984 ,3067 ,4257 ,3095 ,4163 ,3431 ,4382 ,3436 ,4695 ,3630 ,5393 ,4508 ,13203 ,5861 ,15343 ,7286 ,5001 ,5955 ,6078 ,4079 ,3926 ,3156 ,1825 ,2628 ,952,2217 ,3,409,0,0,0,0,0,0,2022-04-03 09:20:04
2022-03,수인선,1883,남동인더스파크,0,0,430,703,927,3361 ,1271 ,15520 ,1819 ,19540 ,1238 ,3210 ,1242 ,1437 ,1654 ,1434 ,1764 ,1457 ,1690 ,1386 ,2211 ,1243 ,2593 ,1116 ,3500 ,1230 ,11809 ,1437 ,11003 ,1298 ,4140 ,2038 ,4000 ,1187 ,1854 ,603,444,439,150,368,0,33,0,0,0,0,0,0,2022-04-03 09:20:04
